Y0017S 10 2,*,AEGEAN MARINE PETROLEUM NETW,SHS,
Y0017S 90 2,,AEGEAN MARINE PETROLEUM NETW,CALL,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
Y0017S 95 2,,AEGEAN MARINE PETROLEUM NETW,PUT,
Y02516 10 5,*,ASE TEST LTD,ORD,DELETED
Y02516 90 5,,ASE TEST LTD,CALL,DELETED
Y02516 95 5,,ASE TEST LTD,PUT,DELETED
Y11082 10 7,*,CAPITAL PRODUCT PARTNERS L P,COM UNIT LP,
Y11082 90 7,,CAPITAL PRODUCT PARTNERS L P,CALL,
Y11082 95 7,,CAPITAL PRODUCT PARTNERS L P,PUT,
Y1968P 10 5,,DANAOS CORPORATION,SHS,
Y2066G 10 4,*,DIANA SHIPPING INC,COM,
Y2066G 90 4,,DIANA SHIPPING INC,CALL,
Y2066G 95 4,,DIANA SHIPPING INC,PUT,
Y2109Q 10 1,*,DRYSHIPS INC,SHS,
Y2109Q 90 1,,DRYSHIPS INC,CALL,
Y2109Q 95 1,,DRYSHIPS INC,PUT,
Y21110 10 4,*,DOUBLE HULL TANKERS INC,COM,
Y21110 90 4,,DOUBLE HULL TANKERS INC,CALL,
Y21110 95 4,,DOUBLE HULL TANKERS INC,PUT,
Y2187A 10 1,*,EAGLE BULK SHIPPING INC,COM,
Y2187A 90 1,,EAGLE BULK SHIPPING INC,CALL,
Y2187A 95 1,,EAGLE BULK SHIPPING INC,PUT,
Y23592 20 0,*,EUROSEAS LTD,COM NEW,
Y23592 90 0,,EUROSEAS LTD,CALL,
Y23592 95 0,,EUROSEAS LTD,PUT,
Y2573F 10 2,*,FLEXTRONICS INTL LTD,ORD,
Y2573F 90 2,,FLEXTRONICS INTL LTD,CALL,
Y2573F 95 2,,FLEXTRONICS INTL LTD,PUT,
Y26496 10 2,,FREESEAS INC,COM,
Y26496 11 0,,FREESEAS INC,*W EXP 07/29/200,
Y26496 12 8,,FREESEAS INC,*W EXP 07/29/201,
Y2685T 10 7,*,GENCO SHIPPING & TRADING LTD,SHS,
Y2685T 90 7,,GENCO SHIPPING & TRADING LTD,CALL,
Y2685T 95 7,,GENCO SHIPPING & TRADING LTD,PUT,
Y2692M 10 3,*,GENERAL MARITIME CORP,SHS,
Y2692M 90 3,,GENERAL MARITIME CORP,CALL,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
Y2692M 95 3,,GENERAL MARITIME CORP,PUT,
Y2711Y 10 4,*,GIGAMEDIA LTD,ORD,
Y2711Y 90 4,,GIGAMEDIA LTD,CALL,
Y2711Y 95 4,,GIGAMEDIA LTD,PUT,
Y62196 10 3,*,NAVIOS MARITIME HOLDINGS INC,COM,
Y62196 90 3,,NAVIOS MARITIME HOLDINGS INC,CALL,
Y62196 95 3,,NAVIOS MARITIME HOLDINGS INC,PUT,
Y62196 11 1,,NAVIOS MARITIME HOLDINGS INC,*W EXP 12/09/200,
Y62267 10 2,,NAVIOS MARITIME PARTNERS L P,UNIT LPI,
Y64202 10 7,*,OCEANFREIGHT INC,SHS,
Y64202 90 7,,OCEANFREIGHT INC,CALL,
Y64202 95 7,,OCEANFREIGHT INC,PUT,
Y6476R 10 5,*,OMEGA NAVIGATION ENTERPRISES,CLASS A,
Y6476R 90 5,,OMEGA NAVIGATION ENTERPRISES,CALL,
Y6476R 95 5,,OMEGA NAVIGATION ENTERPRISES,PUT,
Y7169G 10 9,*,QUINTANA MARITIME LTD,SHS,DELETED
Y7169G 90 9,,QUINTANA MARITIME LTD,CALL,DELETED
Y7169G 95 9,,QUINTANA MARITIME LTD,PUT,DELETED
Y7169G 13 3,,QUINTANA MARITIME LTD,*W EXP 05/11/200,DELETED
Y73760 10 3,,SEANERGY MARITIME CORP,SHS,
Y73760 11 1,,SEANERGY MARITIME CORP,*W EXP 09/24/201,
Y73760 20 2,,SEANERGY MARITIME CORP,UNIT 99/99/9999,
Y7388L 10 3,,SAFE BULKERS INC,COM,ADDED
Y75638 10 9,*,SEASPAN CORP,SHS,
Y75638 90 9,,SEASPAN CORP,CALL,
Y75638 95 9,,SEASPAN CORP,PUT,
Y8162K 10 5,*,STAR BULK CARRIERS CORP,COM,
Y8162K 90 5,,STAR BULK CARRIERS CORP,CALL,
Y8162K 95 5,,STAR BULK CARRIERS CORP,PUT,
Y8162K 11 3,,STAR BULK CARRIERS CORP,*W EXP 12/16/200,
Y81669 10 6,,STEALTHGAS INC,SHS,
Y8564M 10 5,*,TEEKAY LNG PARTNERS L P,PRTNRSP UNITS,
Y8564M 90 5,,TEEKAY LNG PARTNERS L P,CALL,
Y8564M 95 5,,TEEKAY LNG PARTNERS L P,PUT,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
Y8564W 10 3,*,TEEKAY CORPORATION,COM,
Y8564W 90 3,,TEEKAY CORPORATION,CALL,
Y8564W 95 3,,TEEKAY CORPORATION,PUT,
Y8565J 10 1,,TEEKAY OFFSHORE PARTNERS L P,PARTNERSHIP UN,
Y8565N 10 2,,TEEKAY TANKERS LTD,CL A,
Y8897Y 10 7,*,TOP SHIPS INC,COM,DELETED
Y8897Y 90 7,,TOP SHIPS INC,CALL,DELETED
Y8897Y 95 7,,TOP SHIPS INC,PUT,DELETED
Y8897Y 30 5,*,TOP SHIPS INC,COM NEW,ADDED
Y8897Y 90 5,,TOP SHIPS INC,CALL,ADDED
Y8897Y 95 5,,TOP SHIPS INC,PUT,ADDED
Y93691 10 6,*,VERIGY LTD,SHS,
Y93691 90 6,,VERIGY LTD,CALL,
Y93691 95 6,,VERIGY LTD,PUT,
000360 20 6,,AAON INC,COM PAR $0.004,
000361 AH 8,,AAR CORP,NOTE  1.750% 2/0,ADDED
000361 AL 9,,AAR CORP,NOTE  2.250% 3/0,
000361 10 5,*,AAR CORP,COM,
000361 90 5,,AAR CORP,CALL,
000361 95 5,,AAR CORP,PUT,
000375 20 4,*,ABB LTD,SPONSORED ADR,
000375 90 4,,ABB LTD,CALL,
000375 95 4,,ABB LTD,PUT,
00080S 10 1,*,ABX HOLDINGS INC,COM,DELETED
00080S 90 1,,ABX HOLDINGS INC,CALL,DELETED
00080S 95 1,,ABX HOLDINGS INC,PUT,DELETED
00081T 10 8,*,ACCO BRANDS CORP,COM,
00081T 90 8,,ACCO BRANDS CORP,CALL,
00081T 95 8,,ACCO BRANDS CORP,PUT,
00086T 10 3,*,A C MOORE ARTS & CRAFTS INC,COM,
00086T 90 3,,A C MOORE ARTS & CRAFTS INC,CALL,
00086T 95 3,,A C MOORE ARTS & CRAFTS INC,PUT,
00088U 10 8,,A D A M INC,COM,
000886 AB 7,,A D C TELECOMMUNICATIONS,FRNT6/1,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
000886 AD 3,,A D C TELECOMMUNICATIONS,NOTE  1.000% 6/1,
000886 AE 1,,A D C TELECOMMUNICATIONS,NOTE  3.500% 7/1,
000886 AF 8,,A D C TELECOMMUNICATIONS,NOTE  3.500% 7/1,
000886 30 9,*,A D C TELECOMMUNICATIONS,COM NEW,
000886 90 9,,A D C TELECOMMUNICATIONS,CALL,
000886 95 9,,A D C TELECOMMUNICATIONS,PUT,
000937 10 2,*,ABN AMRO HLDG NV,SPONSORED ADR,DELETED
000937 90 2,,ABN AMRO HLDG NV,CALL,DELETED
000937 95 2,,ABN AMRO HLDG NV,PUT,DELETED
000949 10 7,,ACM MANAGED DLR INCOME FD,COM,
000957 10 0,*,ABM INDS INC,COM,
000957 90 0,,ABM INDS INC,CALL,
000957 95 0,,ABM INDS INC,PUT,
001031 10 3,,AEP INDS INC,COM,
00104Q 10 7,,AFC ENTERPRISES INC,COM,
001055 10 2,*,AFLAC INC,COM,
001055 90 2,,AFLAC INC,CALL,
001055 95 2,,AFLAC INC,PUT,
001084 AL 6,,AGCO CORP,NOTE  1.750%12/3,
001084 AM 4,,AGCO CORP,NOTE  1.250%12/1,
001084 10 2,*,AGCO CORP,COM,
001084 90 2,,AGCO CORP,CALL,
001084 95 2,,AGCO CORP,PUT,
001204 10 6,*,AGL RES INC,COM,
001204 90 6,,AGL RES INC,CALL,
001204 95 6,,AGL RES INC,PUT,
001282 10 2,,A H BELO CORP,COM CL A,
00130H 10 5,*,AES CORP,COM,
00130H 90 5,,AES CORP,CALL,
00130H 95 5,,AES CORP,PUT,
001547 10 8,*,AK STL HLDG CORP,COM,
001547 90 8,,AK STL HLDG CORP,CALL,
001547 95 8,,AK STL HLDG CORP,PUT,
00162Q 10 6,,ALPS ETF TR,C&S GLOBL ETF,ADDED
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
00163T 10 9,,AMB PROPERTY CORP,COM,
00163U 10 6,*,AMAG PHARMACEUTICALS INC,COM,
00163U 90 6,,AMAG PHARMACEUTICALS INC,CALL,
00163U 95 6,,AMAG PHARMACEUTICALS INC,PUT,
00167K 50 0,,AMDL INC,COM PAR 2006,
001712 10 8,*,AMICAS INC,COM,
001712 90 8,,AMICAS INC,CALL,
001712 95 8,,AMICAS INC,PUT,
001744 10 1,*,AMN HEALTHCARE SERVICES INC,COM,
001744 90 1,,AMN HEALTHCARE SERVICES INC,CALL,
001744 95 1,,AMN HEALTHCARE SERVICES INC,PUT,
001765 BA 3,,AMR CORP,NOTE  4.250% 9/2,
001765 BB 1,,AMR CORP,NOTE  4.500% 2/1,
001765 10 6,*,AMR CORP,COM,
001765 90 6,,AMR CORP,CALL,
001765 95 6,,AMR CORP,PUT,
00185E 10 6,*,APAC CUSTOMER SERVICES INC,COM,
00185E 90 6,,APAC CUSTOMER SERVICES INC,CALL,
00185E 95 6,,APAC CUSTOMER SERVICES INC,PUT,
00202H 10 8,*,APP PHARMACEUTICALS INC,COM,
00202H 90 8,,APP PHARMACEUTICALS INC,CALL,
00202H 95 8,,APP PHARMACEUTICALS INC,PUT,
00202J 20 3,,AP PHARMA INC,COM NEW,
00203R 10 5,,APT SATELLITE HOLDINGS LTD,SPONSORED ADR,
00206R 10 2,*,AT&T INC,COM,
00206R 90 2,,AT&T INC,CALL,
00206R 95 2,,AT&T INC,PUT,
00207D AE 2,,ASM INTL NV,NOTE  5.250% 5/1,
00207D AG 7,,ASM INTL NV,NOTE  4.250%12/0,
00207R 10 1,*,ATMI INC,COM,
00207R 90 1,,ATMI INC,CALL,
00207R 95 1,,ATMI INC,PUT,
00208B 20 4,,ASAT HLDGS LTD,SPON ADR NEW,DELETED
00208J 10 8,*,ATP OIL & GAS CORP,COM,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
00208J 90 8,,ATP OIL & GAS CORP,CALL,
00208J 95 8,,ATP OIL & GAS CORP,PUT,
00208W 10 9,,A S DAMPSKIBSSELSKABET TORM,SPONSORED ADR,
002083 AB 9,,ATS MED INC,NOTE  6.000%10/1,
002083 10 3,,ATS MED INC,COM,
00209C 10 2,,ATC HEALTHCARE INC,CL A,DELETED
00211V 10 6,,ATA INC,SPONS ADR,
00211W 10 4,,ATC TECHNOLOGY CORP,COM,ADDED
002255 10 7,*,AU OPTRONICS CORP,SPONSORED ADR,
002255 90 7,,AU OPTRONICS CORP,CALL,
002255 95 7,,AU OPTRONICS CORP,PUT,
002346 10 4,*,AVI BIOPHARMA INC,COM,
002346 90 4,,AVI BIOPHARMA INC,CALL,
002346 95 4,,AVI BIOPHARMA INC,PUT,
002444 10 7,*,AVX CORP NEW,COM,
002444 90 7,,AVX CORP NEW,CALL,
002444 95 7,,AVX CORP NEW,PUT,
00246W 10 3,*,AXT INC,COM,
00246W 90 3,,AXT INC,CALL,
00246W 95 3,,AXT INC,PUT,
002474 10 4,*,AZZ INC,COM,
002474 90 4,,AZZ INC,CALL,
002474 95 4,,AZZ INC,PUT,
00253U 10 7,,AASTROM BIOSCIENCES INC,COM,
002535 20 1,*,AARON RENTS INC,COM,
002535 90 1,,AARON RENTS INC,CALL,
002535 95 1,,AARON RENTS INC,PUT,
002535 30 0,,AARON RENTS INC,CL A,
002567 10 5,*,ABAXIS INC,COM,
002567 90 5,,ABAXIS INC,CALL,
002567 95 5,,ABAXIS INC,PUT,
002824 10 0,*,ABBOTT LABS,COM,
002824 90 0,,ABBOTT LABS,CALL,
002824 95 0,,ABBOTT LABS,PUT,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
002896 20 7,*,ABERCROMBIE & FITCH CO,CL A,
002896 90 7,,ABERCROMBIE & FITCH CO,CALL,
002896 95 7,,ABERCROMBIE & FITCH CO,PUT,
003009 10 7,,ABERDEEN ASIA PACIFIC INCOM,COM,
003011 10 3,,ABERDEEN AUSTRALIA EQTY FD I,COM,
003013 10 9,,ABERDEEN GLOBAL INCOME FD IN,COM,
00339B AD 9,,ABGENIX INC,NOTE  1.750%12/1,DELETED
003390 10 1,,ABIGAIL ADAMS NATL BANCORP I,COM,
00350L 10 9,,ABINGTON BANCORP INC,COM,
003654 10 0,*,ABIOMED INC,COM,
003654 90 0,,ABIOMED INC,CALL,
003654 95 0,,ABIOMED INC,PUT,
003687 10 0,*,ABITIBIBOWATER INC,COM,
003687 90 0,,ABITIBIBOWATER INC,CALL,
003687 95 0,,ABITIBIBOWATER INC,PUT,
00371F 20 6,,ABLEAUCTIONS COM INC,COM NEW,
00383Y 10 2,,ABRAXIS BIOSCIENCE INC NEW,COM,
003830 10 6,*,ABRAXAS PETE CORP,COM,
003830 90 6,,ABRAXAS PETE CORP,CALL,
003830 95 6,,ABRAXAS PETE CORP,PUT,
003881 30 7,*,ACACIA RESH CORP,ACACIA TCH COM,
003881 90 7,,ACACIA RESH CORP,CALL,
003881 95 7,,ACACIA RESH CORP,PUT,
004225 10 8,*,ACADIA PHARMACEUTICALS INC,COM,
004225 90 8,,ACADIA PHARMACEUTICALS INC,CALL,
004225 95 8,,ACADIA PHARMACEUTICALS INC,PUT,
004239 AB 5,,ACADIA RLTY TR,NOTE  3.750%12/1,
004239 10 9,,ACADIA RLTY TR,COM SH BEN INT,
00430L 10 3,,ACCENTIA BIOPHARMACEUTICALS,COM,
00430U 10 3,*,ACCELRYS INC,COM,
00430U 90 3,,ACCELRYS INC,CALL,
00430U 95 3,,ACCELRYS INC,PUT,
004304 20 0,,ACCELR8 TECHNOLOGY CORP,COM NEW,
004329 10 8,,ACCESS INTEGRATED TECHNLGS I,CL A,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
00433N 10 6,,ACCESS PLANS USA INC,COM,
004337 10 1,,ACCESS NATL CORP,COM,
004397 10 5,*,ACCURAY INC,COM,
004397 90 5,,ACCURAY INC,CALL,
004397 95 5,,ACCURAY INC,PUT,
004398 10 3,*,ACCURIDE CORP,COM,
004398 90 3,,ACCURIDE CORP,CALL,
004398 95 3,,ACCURIDE CORP,PUT,
00443E 10 4,*,ACERGY S A,SPONSORED ADR,
00443E 90 4,,ACERGY S A,CALL,
00443E 95 4,,ACERGY S A,PUT,
004446 10 0,,ACETO CORP,COM,
00448Q 20 1,,ACHILLION PHARMACEUTICALS IN,COM,
004498 10 1,*,ACI WORLDWIDE INC,COM,
004498 90 1,,ACI WORLDWIDE INC,CALL,
004498 95 1,,ACI WORLDWIDE INC,PUT,
004631 10 7,,ACME COMMUNICATION INC,COM,
004764 10 6,*,ACME PACKET INC,COM,
004764 90 6,,ACME PACKET INC,CALL,
004764 95 6,,ACME PACKET INC,PUT,
004816 10 4,,ACME UTD CORP,COM,
00484M 10 6,*,ACORDA THERAPEUTICS INC,COM,
00484M 90 6,,ACORDA THERAPEUTICS INC,CALL,
00484M 95 6,,ACORDA THERAPEUTICS INC,PUT,
004848 10 7,,ACORN ENERGY INC,COM,
004854 10 5,*,ACORN INTL INC,SPON ADR,
004854 90 5,,ACORN INTL INC,CALL,
004854 95 5,,ACORN INTL INC,PUT,
00489A AB 3,,ACQUICOR TECHNOLOGY INC,NOTE  8.000%12/3,
004920 10 4,,ACTION PRODS INTL INC,COM,
004930 20 2,*,ACTIVISION INC NEW,COM NEW,
004930 90 2,,ACTIVISION INC NEW,CALL,
004930 95 2,,ACTIVISION INC NEW,PUT,
004934 10 5,*,ACTEL CORP,COM,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
004934 90 5,,ACTEL CORP,CALL,
004934 95 5,,ACTEL CORP,PUT,
00504W 10 0,*,ACTIVE POWER INC,COM,
00504W 90 0,,ACTIVE POWER INC,CALL,
00504W 95 0,,ACTIVE POWER INC,PUT,
00506P 10 3,,ACTIVIDENTITY CORP,COM,
00507E 10 7,*,ACTIONS SEMICONDUCTOR CO LTD,ADR,
00507E 90 7,,ACTIONS SEMICONDUCTOR CO LTD,CALL,
00507E 95 7,,ACTIONS SEMICONDUCTOR CO LTD,PUT,
00508B 10 2,*,ACTUATE CORP,COM,
00508B 90 2,,ACTUATE CORP,CALL,
00508B 95 2,,ACTUATE CORP,PUT,
00508X AB 0,,ACTUANT CORP,SDCV  2.000%11/1,
00508X 20 3,*,ACTUANT CORP,CL A NEW,
00508X 90 3,,ACTUANT CORP,CALL,
00508X 95 3,,ACTUANT CORP,PUT,
00508Y 10 2,*,ACUITY BRANDS INC,COM,
00508Y 90 2,,ACUITY BRANDS INC,CALL,
00508Y 95 2,,ACUITY BRANDS INC,PUT,
00509L 70 3,,ACURA PHARMACEUTICALS INC,COM NEW,
00511R 87 0,*,ACUSPHERE INC,COM,
00511R 90 0,,ACUSPHERE INC,CALL,
00511R 95 0,,ACUSPHERE INC,PUT,
005125 10 9,*,ACXIOM CORP,COM,
005125 90 9,,ACXIOM CORP,CALL,
005125 95 9,,ACXIOM CORP,PUT,
005208 10 3,,ADA ES INC,COM,
006212 10 4,,ADAMS EXPRESS CO,COM,
006228 20 9,,ADAMS GOLF INC,COM NEW,
006351 30 8,,ADAMS RES & ENERGY INC,COM NEW,
00650W 11 0,,ADCARE HEALTH SYSTEMS INC,*W EXP 04/06/201,
00650W 30 0,,ADCARE HEALTH SYSTEMS INC,COM NEW,
00651F AG 3,,ADAPTEC INC,NOTE  0.750%12/2,
00651F 10 8,*,ADAPTEC INC,COM,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
00651F 90 8,,ADAPTEC INC,CALL,
00651F 95 8,,ADAPTEC INC,PUT,
006743 30 6,,ADDVANTAGE TECHNOLOGIES GP I,COM NEW,
006854 20 2,,ADEPT TECHNOLOGY INC,COM NEW,
00686R 20 0,,ADHEREX TECHNOLOGIES INC,COM NEW,
00709P 10 8,,ADMINISTRADORA FONDOS PENSIO,SPONSORED ADR,
007094 10 5,*,ADMINISTAFF INC,COM,
007094 90 5,,ADMINISTAFF INC,CALL,
007094 95 5,,ADMINISTAFF INC,PUT,
00724F 10 1,*,ADOBE SYS INC,COM,
00724F 90 1,,ADOBE SYS INC,CALL,
00724F 95 1,,ADOBE SYS INC,PUT,
00724X 10 2,*,ADOLOR CORP,COM,
00724X 90 2,,ADOLOR CORP,CALL,
00724X 95 2,,ADOLOR CORP,PUT,
00737P 10 4,,ADSTAR INC,COM,DELETED
00738A 10 6,*,ADTRAN INC,COM,
00738A 90 6,,ADTRAN INC,CALL,
00738A 95 6,,ADTRAN INC,PUT,
00739W 10 7,*,ADVANCE AMER CASH ADVANCE CT,COM,
00739W 90 7,,ADVANCE AMER CASH ADVANCE CT,CALL,
00739W 95 7,,ADVANCE AMER CASH ADVANCE CT,PUT,
00751Y 10 6,*,ADVANCE AUTO PARTS INC,COM,
00751Y 90 6,,ADVANCE AUTO PARTS INC,CALL,
00751Y 95 6,,ADVANCE AUTO PARTS INC,PUT,
00752H 10 2,*,ADVANCED BATTERY TECHNOLOG I,COM,
00752H 90 2,,ADVANCED BATTERY TECHNOLOG I,CALL,
00752H 95 2,,ADVANCED BATTERY TECHNOLOG I,PUT,
00752J 10 8,*,ADVANCED ANALOGIC TECHNOLOGI,COM,
00752J 90 8,,ADVANCED ANALOGIC TECHNOLOGI,CALL,
00752J 95 8,,ADVANCED ANALOGIC TECHNOLOGI,PUT,
00754E 10 7,,ADVANCED PHOTONIX INC,CL A,
007556 10 3,,ADVANCED TECHNOLOGY ACQU COR,COM,
007556 11 1,,ADVANCED TECHNOLOGY ACQU COR,*W EXP 06/18/201,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
007556 20 2,,ADVANCED TECHNOLOGY ACQU COR,UNIT 06/11/2011,
00756M 40 4,*,ADVANCED SEMICONDUCTOR ENGR,SPONSORED ADR,
00756M 90 4,,ADVANCED SEMICONDUCTOR ENGR,CALL,
00756M 95 4,,ADVANCED SEMICONDUCTOR ENGR,PUT,
007586 10 0,,ADVOCAT INC,COM,
00760J 10 8,,AEHR TEST SYSTEMS,COM,
00762L 10 1,*,ADVANTAGE ENERGY INCOME FD,TR UNIT,
00762L 90 1,,ADVANTAGE ENERGY INCOME FD,CALL,
00762L 95 1,,ADVANTAGE ENERGY INCOME FD,PUT,
00762U 20 0,,ADVANTEST CORP,SPON ADR NEW,
00762W 10 7,,ADVISORY BRD CO,COM,
00763M AG 3,,ADVANCED MEDICAL OPTICS INC,NOTE  2.500% 7/1,
00763M AJ 7,,ADVANCED MEDICAL OPTICS INC,NOTE  1.375% 7/0,
00763M AK 4,,ADVANCED MEDICAL OPTICS INC,NOTE  3.250% 8/0,
00763M 10 8,*,ADVANCED MEDICAL OPTICS INC,COM,
00763M 90 8,,ADVANCED MEDICAL OPTICS INC,CALL,
00763M 95 8,,ADVANCED MEDICAL OPTICS INC,PUT,
007639 10 7,,ADVENT CLAY GBL CONV SEC INC,COM BENE INTER,
00764C 10 9,,ADVENT CLAYMORE CV SECS & IN,COM,
00764X 10 3,*,ADVENTRX PHARMACEUTICALS INC,COM,
00764X 90 3,,ADVENTRX PHARMACEUTICALS INC,CALL,
00764X 95 3,,ADVENTRX PHARMACEUTICALS INC,PUT,
00765E 10 4,,ADVENT CLAYMORE ENH GRW & IN,COM,
00765H 10 7,,ADVANCED LIFE SCIENCES HLDGS,COM,
00766T 10 0,*,AECOM TECHNOLOGY CORP DELAWA,COM,
00766T 90 0,,AECOM TECHNOLOGY CORP DELAWA,CALL,
00766T 95 0,,AECOM TECHNOLOGY CORP DELAWA,PUT,
00768M 10 3,,AERO GROW INTL INC,COM,
007737 10 9,,AEROCENTURY CORP,COM,
007865 10 8,*,AEROPOSTALE,COM,
007865 90 8,,AEROPOSTALE,CALL,
007865 95 8,,AEROPOSTALE,PUT,
007903 AL 1,,ADVANCED MICRO DEVICES INC,NOTE  6.000% 5/0,
007903 AN 7,,ADVANCED MICRO DEVICES INC,NOTE  5.750% 8/1,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
007903 10 7,*,ADVANCED MICRO DEVICES INC,COM,
007903 90 7,,ADVANCED MICRO DEVICES INC,CALL,
007903 95 7,,ADVANCED MICRO DEVICES INC,PUT,
007924 10 3,*,AEGON N V,NY REGISTRY SH,
007924 90 3,,AEGON N V,CALL,
007924 95 3,,AEGON N V,PUT,
007942 10 5,*,ADVANTA CORP,CL A,
007942 90 5,,ADVANTA CORP,CALL,
007942 95 5,,ADVANTA CORP,PUT,
007942 20 4,*,ADVANTA CORP,CL B,
007942 90 4,,ADVANTA CORP,CALL,
007942 95 4,,ADVANTA CORP,PUT,
007947 10 4,,ADVANCED ENVIRON RECYCLING T,CL A,
007973 10 0,*,ADVANCED ENERGY INDS,COM,
007973 90 0,,ADVANCED ENERGY INDS,CALL,
007973 95 0,,ADVANCED ENERGY INDS,PUT,
007974 10 8,*,ADVENT SOFTWARE INC,COM,
007974 90 8,,ADVENT SOFTWARE INC,CALL,
007974 95 8,,ADVENT SOFTWARE INC,PUT,
007975 20 4,*,AETERNA ZENTARIS INC,COM,
007975 90 4,,AETERNA ZENTARIS INC,CALL,
007975 95 4,,AETERNA ZENTARIS INC,PUT,
008015 30 7,,AEROSONIC CORP DEL,COM PAR $0.40,
008073 10 8,*,AEROVIRONMENT INC,COM,
008073 90 8,,AEROVIRONMENT INC,CALL,
008073 95 8,,AEROVIRONMENT INC,PUT,
00808N 20 2,,AES TR III,PFD CV 6.75%,
00817R 10 3,*,AETRIUM INC,COM,
00817R 90 3,,AETRIUM INC,CALL,
00817R 95 3,,AETRIUM INC,PUT,
00817Y 10 8,*,AETNA INC NEW,COM,
00817Y 90 8,,AETNA INC NEW,CALL,
00817Y 95 8,,AETNA INC NEW,PUT,
008190 10 0,*,AFFILIATED COMPUTER SERVICES,CL A,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
008190 90 0,,AFFILIATED COMPUTER SERVICES,CALL,
008190 95 0,,AFFILIATED COMPUTER SERVICES,PUT,
008252 AB 4,,AFFILIATED MANAGERS GROUP,DEBT5/0,
008252 AC 2,,AFFILIATED MANAGERS GROUP,NOTE  0.375% 5/0,
008252 10 8,*,AFFILIATED MANAGERS GROUP,COM,
008252 90 8,,AFFILIATED MANAGERS GROUP,CALL,
008252 95 8,,AFFILIATED MANAGERS GROUP,PUT,
00826A 10 9,,AFFYMAX INC,COM,
00826T AF 5,,AFFYMETRIX INC,NOTE  0.750%12/1,
00826T AG 3,,AFFYMETRIX INC,NOTE  3.500% 1/1,
00826T 10 8,*,AFFYMETRIX INC,COM,
00826T 90 8,,AFFYMETRIX INC,CALL,
00826T 95 8,,AFFYMETRIX INC,PUT,
008272 10 6,,AFFIRMATIVE INS HLDGS INC,COM,
00828U AB 9,,AFFORDABLE RESIDENTIAL CMNTY,NOTE  7.500% 8/1,
008318 10 7,*,AFTERMARKET TECHNOLOGY CORP,COM,DELETED
008318 90 7,,AFTERMARKET TECHNOLOGY CORP,CALL,DELETED
008318 95 7,,AFTERMARKET TECHNOLOGY CORP,PUT,DELETED
00845V AA 8,,AGERE SYS INC,NOTE  6.500%12/1,
00846L 10 1,*,AGFEED INDUSTRIES INC,COM,
00846L 90 1,,AGFEED INDUSTRIES INC,CALL,
00846L 95 1,,AGFEED INDUSTRIES INC,PUT,
00846U 10 1,*,AGILENT TECHNOLOGIES INC,COM,
00846U 90 1,,AGILENT TECHNOLOGIES INC,CALL,
00846U 95 1,,AGILENT TECHNOLOGIES INC,PUT,
00847J 10 5,*,AGILYSYS INC,COM,
00847J 90 5,,AGILYSYS INC,CALL,
00847J 95 5,,AGILYSYS INC,PUT,
008474 10 8,*,AGNICO EAGLE MINES LTD,COM,
008474 90 8,,AGNICO EAGLE MINES LTD,CALL,
008474 95 8,,AGNICO EAGLE MINES LTD,PUT,
008492 10 0,,AGREE REALTY CORP,COM,
00850H 10 3,,AGRIA CORP,SPONSORED ADR,
008916 10 8,*,AGRIUM INC,COM,
CUSIP NO,,ISSUER NAME,ISSUER DESCRIPTION,STATUS
008916 90 8,,AGRIUM INC,CALL,
008916 95 8,,AGRIUM INC,PUT,
009128 30 7,*,AIR METHODS CORP,COM PAR $.06,
009128 90 7,,AIR METHODS CORP,CALL,
009128 95 7,,AIR METHODS CORP,PUT,
009158 10 6,*,AIR PRODS & CHEMS INC,COM,
009158 90 6,,AIR PRODS & CHEMS INC,CALL,
009158 95 6,,AIR PRODS & CHEMS INC,PUT,
009207 10 1,,AIR T INC,COM,
00922R 10 5,,AIR TRANSPORT SERVICES GRP I,COM,ADDED
009363 10 2,*,AIRGAS INC,COM,
009363 90 2,,AIRGAS INC,CALL,
009363 95 2,,AIRGAS INC,PUT,
009411 10 9,*,AIRMEDIA GROUP INC,SPONSORED ADR,
009411 90 9,,AIRMEDIA GROUP INC,CALL,
009411 95 9,,AIRMEDIA GROUP INC,PUT,
009417 10 6,,AIRNET SYS INC,COM,DELETED
00949P AB 4,,AIRTRAN HLDGS INC,NOTE  7.000% 7/0,
00949P 10 8,*,AIRTRAN HLDGS INC,COM,
